,h11_pred,h11_true,h21_pred,h21_true
0,7,7,29,28
1,8,8,28,24
2,10,9,21,20
3,8,9,23,22
4,6,6,30,29
5,8,8,24,22
6,8,8,26,26
7,6,6,26,26
8,11,11,19,21
9,6,6,38,38
10,7,8,31,30
11,6,6,26,27
12,13,11,19,18
13,7,7,25,27
14,7,7,25,25
15,7,6,24,27
16,6,6,33,36
17,6,6,34,34
18,5,5,37,37
19,6,7,25,26
20,8,9,29,28
21,10,9,23,23
22,8,8,28,29
23,6,6,29,29
24,8,9,25,25
25,13,14,18,18
26,7,7,25,24
27,8,8,29,27
28,9,9,21,20
29,7,8,26,25
30,9,8,32,30
31,9,8,22,23
32,6,6,30,30
33,8,8,28,27
34,12,10,26,22
35,9,10,23,23
36,7,7,27,25
37,7,7,29,30
38,8,8,22,22
39,6,6,32,32
40,7,7,29,28
41,8,8,22,22
42,5,5,39,39
43,7,7,31,28
44,9,9,21,22
45,8,8,32,31
46,4,4,37,36
47,3,3,49,49
48,7,7,29,30
49,9,9,22,22
50,8,8,27,25
51,8,8,22,22
52,6,6,30,31
53,11,11,19,20
54,6,6,30,32
55,10,11,25,22
56,7,7,35,33
57,4,4,38,37
58,10,9,25,24
59,3,3,47,47
60,6,6,32,32
61,10,10,26,24
62,13,12,18,20
63,10,10,24,23
64,8,8,32,29
65,10,10,20,19
66,6,6,34,35
67,11,10,20,21
68,10,9,21,21
69,10,10,20,19
70,7,7,30,31
71,6,6,24,25
72,5,4,40,40
73,11,11,19,19
74,6,6,34,34
75,5,5,35,35
76,9,9,21,22
77,4,4,34,34
78,10,10,22,23
79,8,8,25,24
80,9,9,25,26
81,5,5,41,39
82,5,5,32,33
83,5,5,37,35
84,8,9,27,27
85,10,10,22,23
86,6,6,28,25
87,9,9,21,21
88,11,11,23,23
89,10,10,20,22
90,6,6,36,37
91,8,8,26,27
92,7,7,28,27
93,8,8,22,22
94,8,9,26,27
95,7,7,25,27
96,9,8,26,24
97,9,9,23,22
98,5,5,45,46
99,6,6,30,29
100,7,7,28,28
101,9,9,21,21
102,8,8,26,26
103,6,6,29,28
104,10,10,24,22
105,7,7,29,27
106,8,8,34,32
107,5,5,41,41
108,6,6,36,39
109,5,5,34,36
110,9,9,21,22
111,6,6,26,27
112,10,9,23,24
113,7,7,27,26
114,9,9,21,21
115,10,10,20,21
116,9,9,27,27
117,9,9,21,21
118,9,9,23,23
119,8,9,25,27
120,5,6,54,51
121,8,8,24,24
122,8,8,24,25
123,6,6,30,30
124,5,5,37,37
125,5,5,55,57
126,9,9,22,23
127,10,10,20,20
128,7,7,29,28
129,13,15,15,15
130,6,6,32,32
131,9,9,21,23
132,9,9,25,24
133,12,13,17,17
134,6,6,29,27
135,8,8,24,25
136,7,7,30,28
137,6,6,26,25
138,7,7,29,28
139,6,6,35,38
140,10,10,23,25
141,8,8,24,24
142,8,8,28,27
143,5,5,35,36
144,9,9,21,21
145,6,6,24,23
146,7,8,32,33
147,7,6,42,33
148,5,4,34,36
149,4,4,40,39
150,6,7,29,29
151,8,8,23,23
152,6,6,46,45
153,6,6,31,32
154,8,8,31,30
155,5,5,40,40
156,3,2,68,62
157,6,6,24,24
158,9,8,28,29
159,4,4,46,41
160,10,11,21,23
161,4,4,42,42
162,8,10,23,23
