,h11_pred,h11_true,h21_pred,h21_true
0,11,10,20,19
1,9,9,24,23
2,7,7,31,29
3,7,8,22,25
4,11,10,20,21
5,4,4,52,52
6,7,7,37,37
7,4,4,40,42
8,9,10,22,22
9,9,8,26,28
10,8,8,29,25
11,8,8,32,30
12,7,7,30,26
13,7,7,27,27
14,6,6,33,32
15,7,7,29,32
16,8,8,24,24
17,10,10,22,23
18,7,7,35,34
19,8,8,22,22
20,5,5,51,44
21,6,5,33,33
22,9,9,25,27
23,9,10,23,24
24,8,8,26,23
25,15,15,15,17
26,10,11,19,21
27,6,6,33,33
28,9,11,19,19
29,7,7,34,32
30,8,8,32,34
31,9,9,21,22
32,9,9,24,25
33,8,8,32,28
34,6,6,31,30
35,8,8,25,25
36,7,8,26,29
37,7,7,27,27
38,6,6,32,31
39,4,3,45,42
40,2,2,52,52
41,4,4,38,36
42,7,7,29,27
43,9,9,21,23
44,9,8,22,24
45,7,8,26,28
46,7,7,25,27
47,4,4,44,44
48,10,10,22,24
49,8,8,28,28
50,8,8,25,22
51,6,6,30,31
52,9,9,21,22
53,9,8,29,27
54,9,10,20,21
55,3,3,51,52
56,7,8,28,30
57,7,7,31,28
58,5,5,33,33
59,8,8,23,24
60,7,7,27,28
61,5,4,31,33
62,6,6,34,34
63,6,6,24,27
64,8,8,23,25
65,4,4,48,46
66,9,8,24,23
67,12,14,16,18
68,8,8,24,24
69,5,5,39,39
70,4,4,43,44
71,9,11,19,23
72,9,9,23,25
73,5,5,35,34
74,6,6,26,27
75,8,8,25,24
76,10,11,21,23
77,8,8,29,28
78,6,5,29,30
79,10,9,23,22
80,7,9,21,24
81,7,7,23,24
82,13,12,18,17
83,10,10,20,20
84,7,7,47,47
85,5,5,35,35
86,6,6,34,33
87,7,7,29,28
88,8,9,21,23
89,6,6,28,27
90,7,6,24,25
91,8,9,25,25
92,10,11,19,20
93,8,8,28,24
94,6,6,34,33
95,7,7,29,27
96,8,8,24,24
97,6,6,24,26
98,4,4,39,38
99,10,10,20,20
100,7,7,38,34
101,3,3,55,53
102,9,9,21,21
103,8,8,25,25
104,8,7,23,26
105,10,11,19,21
106,8,8,24,27
107,6,6,45,47
108,5,5,37,37
109,7,7,28,27
110,9,10,20,22
111,9,8,25,25
112,7,7,25,28
113,7,6,25,25
114,8,8,26,26
115,6,6,34,33
116,8,8,22,24
117,6,6,35,35
118,9,9,22,22
119,8,7,25,27
120,5,4,38,38
121,10,10,22,25
122,11,11,19,19
123,9,9,21,22
124,9,11,19,21
125,6,6,32,30
126,7,9,24,27
127,7,7,29,27
128,8,8,28,27
129,6,6,33,33
130,6,6,30,34
131,8,8,28,27
132,6,6,32,31
133,9,9,21,23
134,11,12,18,21
135,6,7,38,38
136,10,10,26,28
137,9,9,27,26
138,8,9,21,23
139,10,10,20,21
140,9,10,20,21
141,7,7,31,28
142,7,7,32,30
143,12,11,19,19
144,7,7,27,27
145,5,5,37,34
146,6,6,36,37
147,9,9,23,23
148,7,7,25,26
149,7,7,31,30
150,8,8,25,26
151,7,7,29,29
152,5,5,31,29
153,9,9,21,25
154,6,7,27,28
155,7,9,27,28
156,7,7,31,32
157,9,9,21,23
158,9,10,22,24
159,7,7,29,27
160,6,6,32,35
161,9,9,25,25
162,7,7,33,32
163,7,7,27,27
164,10,11,25,24
165,7,6,36,38
166,2,1,73,70
167,4,4,47,44
168,7,8,40,36
169,7,7,37,36
170,7,7,27,25
171,7,6,29,30
172,7,7,31,34
173,8,8,24,24
174,7,7,32,30
175,7,7,29,31
176,10,10,30,25
177,9,11,19,21
178,13,11,19,19
179,7,7,35,37
180,10,10,20,20
181,7,7,35,32
182,10,8,22,23
183,10,10,20,22
184,8,8,24,23
185,7,7,41,38
186,8,8,22,22
187,6,6,32,31
188,8,7,34,36
189,7,7,34,34
190,8,8,22,22
191,6,6,40,40
192,5,5,39,39
193,10,12,18,20
194,13,12,18,18
195,9,9,22,22
196,9,8,22,29
197,6,5,34,35
198,3,3,49,47
199,11,10,22,23
200,9,8,28,28
201,7,7,26,26
202,7,7,28,26
203,9,9,21,21
204,6,6,36,31
205,10,10,20,21
206,10,10,22,23
207,8,8,22,22
208,8,8,32,27
209,7,7,26,26
210,7,7,37,33
211,10,10,23,22
212,6,6,34,33
213,8,7,28,27
214,5,5,35,36
215,8,8,24,27
216,6,6,41,40
217,5,5,31,30
218,9,11,19,20
219,6,6,40,38
220,4,4,40,37
221,9,10,20,21
222,7,7,29,25
223,7,7,23,25
224,6,6,30,29
225,6,6,28,26
226,6,6,32,35
227,10,9,22,22
228,6,6,30,30
229,4,4,49,51
230,12,11,19,21
231,8,10,22,23
232,14,14,16,19
233,9,10,22,22
234,7,6,33,33
235,5,5,39,40
236,8,8,25,26
237,6,6,25,27
238,8,8,25,25
239,9,12,20,22
240,10,10,21,22
241,7,7,31,30
242,4,4,52,49
243,9,7,23,26
244,8,5,47,32
245,6,6,28,27
246,5,4,44,42
247,9,9,23,24
248,5,5,31,35
249,7,7,29,26
250,10,9,21,21
251,5,4,34,34
252,7,7,29,28
253,6,6,31,32
254,4,4,36,37
255,10,10,22,26
256,7,6,34,34
257,6,6,28,28
258,7,8,28,29
259,6,6,32,36
260,5,5,37,37
261,6,6,33,29
262,10,10,22,22
263,7,7,26,25
264,7,7,26,27
265,10,10,21,22
266,8,8,35,33
267,6,14,22,26
268,7,6,28,29
269,9,9,25,25
270,6,6,34,32
271,6,5,35,35
272,10,10,20,23
273,10,13,17,25
274,5,5,27,29
275,10,9,21,22
276,4,4,36,41
277,10,9,25,27
278,7,7,31,28
279,5,5,33,32
280,5,5,36,37
281,10,11,19,22
282,8,8,31,29
283,8,8,26,25
284,6,6,32,32
285,5,5,34,35
286,4,4,44,38
287,5,5,28,28
288,5,5,45,45
289,9,9,21,22
290,5,5,33,30
291,5,4,40,37
292,10,10,20,20
293,6,6,26,27
294,7,7,29,27
295,9,9,25,27
296,5,5,43,42
297,6,6,36,35
298,6,6,27,27
299,6,6,34,34
300,7,6,28,28
301,5,5,34,34
302,9,9,21,22
303,8,10,24,25
304,6,6,36,36
305,4,4,50,50
306,10,9,26,24
307,4,4,42,42
308,7,8,28,25
309,5,5,37,36
310,8,9,25,26
311,10,11,21,22
312,11,11,19,19
313,7,7,23,25
314,12,14,18,19
315,10,10,22,23
316,9,10,22,23
317,4,4,44,44
318,11,11,19,19
319,4,4,36,37
320,7,8,28,30
321,8,8,25,26
322,11,13,17,23
323,11,11,21,21
324,6,7,31,31
325,8,8,24,26
326,6,6,35,35
327,8,8,26,25
328,11,10,24,24
329,8,8,22,24
330,11,11,23,22
331,5,5,45,41
332,9,8,28,27
333,8,8,22,22
334,6,6,43,39
335,7,6,28,28
336,7,7,29,29
337,11,12,18,19
338,6,6,30,27
339,6,5,36,34
340,6,5,27,30
341,6,6,29,31
342,4,4,44,47
343,11,11,19,23
344,7,7,26,26
345,8,9,23,24
346,5,4,35,34
347,8,7,23,25
348,6,6,30,31
349,7,7,25,26
350,7,7,26,28
351,6,6,30,31
352,11,14,18,23
353,13,13,17,19
354,10,11,19,19
355,9,9,21,21
356,7,7,23,25
357,8,8,28,27
358,7,6,30,30
359,6,7,31,26
360,5,5,27,28
361,10,11,20,20
362,6,6,29,29
363,5,4,30,32
364,7,7,27,30
365,8,8,25,24
366,5,5,37,39
367,11,11,19,18
368,5,4,34,35
369,7,8,30,29
370,6,6,31,32
371,10,9,21,22
372,10,11,19,20
373,7,6,42,38
374,8,7,23,24
375,9,9,23,24
376,11,12,18,18
377,8,8,22,23
378,12,12,18,21
379,10,10,20,19
380,7,7,31,31
381,7,7,29,30
382,6,5,37,43
383,12,11,19,19
384,8,8,24,25
385,4,4,52,48
386,9,9,22,23
387,6,5,31,30
388,9,8,24,26
389,11,11,19,23
390,6,6,33,34
391,6,6,30,29
392,7,7,29,27
393,10,10,22,20
394,7,6,34,33
395,7,7,31,27
396,6,6,30,31
397,9,9,33,33
398,10,11,19,21
399,7,7,37,37
400,4,4,40,38
401,6,6,38,37
402,6,6,34,29
403,7,7,30,29
404,5,5,29,29
405,8,8,28,28
406,9,9,21,22
407,8,8,23,23
408,8,7,25,24
409,6,6,43,44
410,7,7,37,38
411,8,8,34,30
412,5,6,36,35
413,8,8,28,26
414,7,7,33,33
415,9,9,23,23
416,7,7,29,27
417,8,8,30,31
418,5,6,34,34
419,6,5,41,46
420,10,10,21,22
421,7,9,29,27
422,10,10,21,21
423,6,5,43,43
424,6,6,31,32
425,9,8,22,23
426,6,8,40,51
427,7,7,27,28
428,6,6,30,32
429,8,7,24,23
430,5,5,36,35
431,11,11,19,19
432,7,7,25,26
433,6,6,36,32
434,9,7,23,22
435,10,7,27,28
436,7,7,24,24
437,8,9,24,25
438,8,8,22,24
439,7,6,36,38
440,6,6,34,35
441,8,8,24,24
442,7,7,33,29
443,9,9,21,21
444,7,8,26,27
445,6,6,42,42
446,4,4,30,34
447,5,5,35,37
448,8,8,24,25
449,9,9,23,24
450,7,7,28,28
451,7,8,32,29
452,4,4,43,44
453,11,13,17,18
454,5,5,29,29
455,8,8,27,24
