,h11_pred,h11_true,h21_pred,h21_true
0,9,9,21,21
1,7,7,23,23
2,7,7,26,26
3,6,6,50,49
4,7,7,29,28
5,7,7,29,29
6,5,5,47,48
7,6,6,30,29
8,9,9,21,21
9,8,8,24,25
10,8,8,25,25
11,5,5,29,29
12,5,5,34,33
13,5,5,31,31
14,6,6,26,28
15,10,10,20,21
16,5,5,44,44
17,4,4,53,53
18,15,15,15,17
19,6,6,26,25
20,6,6,28,27
21,8,8,22,23
22,8,8,25,25
23,4,4,36,36
24,11,11,21,21
25,5,5,25,27
26,5,5,39,39
27,7,6,30,30
28,6,6,24,24
29,10,10,20,21
30,7,7,38,37
31,6,6,30,29
32,8,8,22,21
33,8,8,32,31
34,4,4,34,35
35,6,6,24,26
36,8,8,26,26
37,5,5,41,42
38,5,5,37,36
39,9,9,22,22
40,7,7,29,29
41,8,8,22,21
42,6,6,31,31
43,8,8,28,28
44,7,7,27,28
45,10,10,23,24
46,6,6,41,41
47,7,7,47,46
48,10,10,20,20
49,8,8,34,35
50,7,7,28,28
51,6,6,26,28
52,12,12,20,19
53,6,6,24,24
54,8,8,22,24
55,5,5,27,28
56,6,6,29,29
57,7,7,29,28
58,10,10,20,20
59,6,6,34,34
60,8,8,26,26
61,13,13,17,17
62,7,7,31,31
63,5,5,37,39
64,11,12,18,18
65,3,3,39,39
66,5,5,35,35
67,8,8,25,25
68,8,8,23,23
69,5,5,31,33
70,7,8,22,25
71,7,7,29,29
72,8,8,23,23
73,7,7,26,26
74,4,4,44,43
75,4,4,30,34
76,7,7,23,23
77,7,7,33,33
78,8,8,24,26
79,5,5,55,55
80,11,11,21,22
81,10,10,20,21
82,7,7,35,36
83,8,8,22,23
84,7,7,25,26
85,3,3,51,50
86,6,6,30,29
87,6,6,24,26
88,7,7,29,30
89,13,14,16,16
90,7,7,27,30
91,9,9,21,22
92,6,6,32,32
93,9,9,25,22
94,10,10,24,23
95,8,8,26,28
96,6,6,28,29
97,5,5,35,36
98,9,9,21,21
99,6,6,24,25
100,6,6,42,42
101,8,8,24,25
102,7,7,24,24
103,7,7,41,41
104,6,6,32,33
105,6,6,31,30
106,7,7,33,34
107,6,6,31,31
108,5,5,37,38
109,6,6,33,34
110,9,9,23,23
111,5,5,41,40
112,5,5,35,35
113,7,7,27,27
114,6,6,39,39
115,10,10,20,20
116,9,9,23,23
117,8,8,28,28
118,7,7,38,38
119,8,8,26,27
120,11,11,19,19
121,11,11,19,19
122,3,3,55,54
123,9,9,21,21
124,8,8,28,29
125,8,8,31,31
126,7,7,29,28
127,5,5,43,44
128,5,5,37,37
129,5,5,35,34
130,8,8,28,28
131,9,9,21,21
132,5,5,37,36
133,8,8,31,32
134,7,7,29,27
135,8,8,25,24
136,7,7,29,30
137,8,8,28,28
138,9,9,21,22
139,8,8,27,27
140,7,7,29,28
141,8,8,22,22
142,5,5,33,31
143,5,5,35,36
144,5,5,31,32
145,8,8,30,30
146,8,8,27,27
147,8,8,24,25
148,8,8,30,31
149,6,6,34,34
150,9,9,24,23
151,6,6,29,31
152,6,6,32,32
153,6,6,28,28
154,10,10,20,21
155,4,4,46,46
156,6,6,32,33
157,8,8,26,27
158,7,7,31,28
159,11,11,19,19
160,7,7,29,27
161,9,9,21,22
162,7,7,26,25
163,4,4,38,38
164,4,4,50,49
165,8,8,26,26
166,6,6,31,31
167,9,9,27,26
168,7,7,31,35
169,11,11,19,19
170,4,4,39,39
171,9,9,21,21
172,6,6,26,27
173,4,4,53,54
174,10,10,23,24
175,7,7,23,23
176,4,4,40,40
177,9,9,24,23
178,6,6,26,28
179,9,9,21,20
180,5,5,43,41
181,10,11,19,20
182,13,13,17,18
183,6,6,29,28
184,3,3,39,39
185,8,8,23,23
186,10,10,20,20
187,4,4,54,55
188,6,6,34,34
189,5,5,35,34
190,7,7,23,24
191,6,6,29,29
192,11,11,31,28
193,10,10,23,24
194,8,8,35,39
195,6,6,30,30
196,9,9,21,22
197,7,7,29,29
198,7,7,23,23
199,8,8,24,25
200,4,4,40,40
201,9,9,31,31
202,6,6,26,26
203,7,7,43,42
204,9,9,21,21
205,10,10,20,21
206,7,7,32,30
207,8,8,26,26
208,11,11,19,20
209,6,6,27,27
210,9,9,21,21
211,3,3,60,62
212,6,6,37,37
213,8,8,25,25
214,11,11,21,21
215,9,9,26,24
216,9,9,25,24
217,9,9,25,23
218,9,9,21,23
219,5,5,42,41
220,7,7,31,32
221,7,7,23,23
222,7,7,27,29
223,9,10,20,20
224,4,4,42,43
225,7,7,31,30
226,12,12,20,21
227,4,4,44,45
228,7,7,29,29
229,3,3,53,54
230,12,12,18,19
231,10,10,20,21
232,7,7,33,33
233,11,11,19,19
234,7,7,29,29
235,6,6,37,37
236,6,6,51,51
237,8,8,26,25
238,7,7,25,27
239,7,7,25,25
240,6,6,34,33
241,5,5,30,30
242,9,9,28,26
243,5,5,33,34
244,5,5,31,31
245,9,9,25,26
246,6,6,27,27
247,7,7,27,28
248,10,10,20,20
249,9,9,21,22
250,9,9,21,21
251,8,8,22,23
252,4,4,32,33
253,5,5,27,27
254,5,5,25,27
255,7,7,29,29
256,8,8,28,28
257,6,6,40,40
258,7,7,26,25
259,10,10,20,20
260,3,3,49,47
261,9,9,21,20
262,9,9,27,28
263,8,8,24,24
264,8,8,26,26
265,5,5,35,34
266,8,8,28,27
267,6,6,28,27
268,9,9,22,24
269,7,7,23,23
270,7,7,25,24
271,9,9,21,23
272,7,7,28,28
273,8,8,35,34
274,6,6,34,35
275,9,9,27,27
276,4,4,52,53
277,7,7,26,26
278,7,7,29,28
279,8,8,28,28
280,5,5,42,41
281,10,10,22,22
282,9,9,21,21
283,7,7,29,29
284,6,6,36,36
285,11,11,19,19
286,5,5,29,30
287,5,5,43,42
288,5,5,28,30
289,13,12,18,17
290,7,7,29,28
291,4,4,37,36
292,12,12,20,22
293,6,6,29,29
294,5,5,25,25
295,10,11,19,20
296,6,6,34,35
297,8,8,26,27
298,8,8,22,21
299,6,6,32,33
300,9,9,35,35
301,5,5,34,34
302,10,10,20,21
303,1,1,73,69
304,6,6,36,35
305,6,6,28,26
306,10,10,22,20
307,7,7,37,37
308,9,9,23,22
309,6,6,32,32
310,7,7,25,26
311,7,7,35,37
312,4,4,46,45
313,7,7,32,31
314,11,11,19,19
315,6,6,26,26
316,7,7,34,35
317,7,7,47,47
318,5,5,45,44
319,9,9,24,24
320,5,5,43,43
321,6,6,31,33
322,7,7,23,25
323,4,4,36,36
324,5,5,27,28
325,7,7,28,29
326,8,8,26,25
327,5,5,32,32
328,10,10,22,19
329,7,7,30,30
330,8,8,36,37
331,10,10,22,22
332,9,9,21,22
333,5,4,68,67
334,8,8,26,27
335,6,6,28,28
336,9,9,25,23
337,11,11,19,19
338,12,12,18,18
339,7,7,25,25
340,7,7,32,32
341,6,6,34,34
342,7,7,35,36
343,5,5,35,34
344,7,7,28,29
345,7,7,23,23
346,9,9,21,21
347,5,5,45,44
348,8,8,24,25
349,7,7,32,29
350,8,8,24,24
351,11,11,25,25
352,7,7,31,31
353,5,5,29,30
354,7,7,27,26
355,7,7,31,32
356,8,8,22,22
357,9,9,23,22
358,10,10,20,21
359,5,5,37,37
360,6,6,34,35
361,5,5,39,39
362,8,8,24,24
363,8,8,27,27
364,5,5,35,36
365,7,7,29,28
366,11,11,19,20
367,10,10,22,21
368,3,3,27,31
369,7,7,27,28
370,8,9,25,25
371,5,5,45,46
372,7,7,27,26
373,10,10,20,21
374,11,11,19,19
375,8,8,22,22
376,8,8,24,24
377,10,10,22,22
378,9,9,27,26
379,8,8,29,28
380,9,9,23,23
381,9,9,21,22
382,6,6,24,25
383,8,8,28,28
384,6,6,33,32
385,6,6,30,31
386,6,6,30,30
387,7,7,27,27
388,7,7,27,27
389,9,9,25,25
390,8,8,26,26
391,5,5,31,32
392,11,11,19,22
393,4,4,43,43
394,7,7,26,27
395,7,7,28,29
396,9,9,21,21
397,9,9,23,23
398,8,8,22,23
399,8,8,24,24
400,12,12,18,19
401,5,5,33,33
402,6,6,46,46
403,6,6,32,32
404,3,3,55,55
405,8,8,24,24
406,6,6,37,38
407,3,3,60,60
408,3,3,41,41
409,7,7,30,30
410,12,12,20,20
411,8,8,26,26
412,6,6,35,35
413,5,5,38,38
414,7,7,35,34
415,9,9,24,25
416,6,6,24,25
417,10,10,22,23
418,8,8,28,27
419,7,7,23,24
420,8,7,23,25
421,9,9,23,23
422,9,9,21,25
423,7,7,25,25
424,7,7,32,32
425,9,9,23,22
426,5,5,34,35
427,7,7,27,27
428,4,4,33,33
429,9,9,21,20
430,4,4,48,49
431,8,8,26,25
432,6,6,28,28
433,10,10,22,22
434,8,8,26,25
435,4,4,45,45
436,6,6,36,36
437,2,2,86,88
438,3,3,75,77
439,5,5,51,50
440,8,8,22,23
441,6,6,25,26
442,9,9,23,23
443,6,6,30,29
444,8,8,27,26
445,10,10,21,21
446,6,6,34,35
447,9,9,21,20
448,4,4,38,40
449,9,9,21,22
450,6,6,29,28
451,7,7,29,29
452,6,6,30,30
453,6,6,33,33
454,5,5,31,30
455,10,10,26,27
456,9,9,21,21
457,9,9,23,23
458,6,6,33,32
459,6,6,32,31
460,6,6,26,26
461,4,4,44,44
462,11,11,19,19
463,6,6,33,33
464,6,6,26,26
465,5,5,31,31
466,7,7,26,25
467,5,5,35,34
468,10,11,20,22
469,7,7,31,30
470,5,5,39,39
471,5,5,43,42
