,h11_pred,h11_true,h21_pred,h21_true
0,9,9,21,20
1,7,7,23,23
2,7,7,26,27
3,6,6,50,51
4,7,7,29,28
5,7,7,29,29
6,5,5,47,47
7,6,6,30,29
8,10,9,21,21
9,8,8,24,26
10,8,8,25,24
11,6,5,29,29
12,5,5,34,33
13,5,5,31,31
14,6,6,26,28
15,10,10,20,21
16,5,5,44,43
17,4,4,53,53
18,14,15,15,19
19,8,6,26,23
20,6,6,28,26
21,8,8,22,24
22,8,8,25,24
23,4,4,36,37
24,11,11,21,21
25,5,5,25,26
26,5,5,39,37
27,6,6,30,32
28,6,6,24,25
29,10,10,20,23
30,6,7,38,39
31,6,6,30,30
32,8,8,22,22
33,7,8,32,31
34,4,4,34,35
35,6,6,24,25
36,8,8,26,27
37,5,5,41,41
38,5,5,37,37
39,9,9,22,22
40,7,7,29,28
41,8,8,22,23
42,6,6,31,31
43,8,8,28,27
44,7,7,27,27
45,9,10,23,22
46,6,6,41,41
47,7,7,47,47
48,10,10,20,22
49,8,8,34,34
50,7,7,28,27
51,6,6,26,29
52,11,12,20,21
53,6,6,24,24
54,8,8,22,24
55,6,5,27,27
56,6,6,29,27
57,7,7,29,28
58,10,10,20,22
59,6,6,34,33
60,8,8,26,25
61,12,13,17,17
62,7,7,31,29
63,5,5,37,41
64,11,12,18,18
65,3,3,39,40
66,5,5,35,35
67,8,8,25,24
68,8,8,23,22
69,5,5,31,31
70,7,8,22,23
71,7,7,29,28
72,8,8,23,23
73,7,7,26,26
74,4,4,44,43
75,5,4,30,33
76,7,7,23,24
77,7,7,33,32
78,8,8,24,25
79,5,5,55,54
80,10,11,21,22
81,10,10,20,20
82,7,7,35,36
83,8,8,22,22
84,7,7,25,27
85,3,3,51,51
86,6,6,30,30
87,6,6,24,26
88,7,7,29,30
89,14,14,16,16
90,7,7,27,28
91,9,9,21,22
92,6,6,32,32
93,9,9,25,25
94,10,10,24,23
95,7,8,26,25
96,6,6,28,27
97,5,5,35,37
98,9,9,21,22
99,6,6,24,25
100,6,6,42,42
101,8,8,24,25
102,7,7,24,24
103,7,7,41,41
104,6,6,32,31
105,6,6,31,32
106,7,7,33,33
107,6,6,31,31
108,5,5,37,38
109,6,6,33,33
110,9,9,23,23
111,5,5,41,41
112,5,5,35,35
113,7,7,27,27
114,6,6,39,39
115,10,10,20,20
116,9,9,23,24
117,9,8,28,27
118,7,7,38,38
119,8,8,26,28
120,10,11,19,19
121,11,11,19,20
122,3,3,55,52
123,9,9,21,20
124,8,8,28,30
125,8,8,31,31
126,7,7,29,28
127,5,5,43,45
128,5,5,37,35
129,5,5,35,33
130,8,8,28,26
131,9,9,21,21
132,5,5,37,32
133,8,8,31,31
134,7,7,29,27
135,8,8,25,24
136,8,7,29,30
137,7,8,28,29
138,10,9,21,20
139,8,8,27,26
140,8,7,29,26
141,8,8,22,22
142,5,5,33,29
143,5,5,35,36
144,5,5,31,32
145,7,8,30,30
146,7,8,27,27
147,8,8,24,24
148,8,8,30,31
149,6,6,34,34
150,9,9,24,23
151,5,6,29,31
152,6,6,32,32
153,6,6,28,28
154,9,10,20,20
155,4,4,46,47
156,6,6,32,35
157,8,8,26,26
158,7,7,31,28
159,10,11,19,20
160,7,7,29,25
161,9,9,21,21
162,7,7,26,26
163,4,4,38,37
164,4,4,50,49
165,8,8,26,26
166,6,6,31,30
167,9,9,27,26
168,7,7,31,33
169,11,11,19,19
170,4,4,39,38
171,9,9,21,22
172,6,6,26,26
173,4,4,53,53
174,10,10,23,22
175,7,7,23,24
176,4,4,40,41
177,9,9,24,23
178,6,6,26,28
179,10,9,21,21
180,5,5,43,42
181,10,11,19,23
182,12,13,17,18
183,6,6,29,28
184,4,3,39,38
185,8,8,23,22
186,10,10,20,21
187,4,4,54,54
188,6,6,34,34
189,5,5,35,35
190,9,7,23,23
191,7,6,29,30
192,10,11,31,31
193,10,10,23,22
194,7,8,35,46
195,6,6,30,32
196,10,9,21,21
197,7,7,29,31
198,7,7,23,23
199,8,8,24,24
200,4,4,40,40
201,8,9,31,32
202,6,6,26,26
203,6,7,43,36
204,10,9,21,20
205,10,10,20,21
206,7,7,32,28
207,8,8,26,26
208,10,11,19,20
209,6,6,27,27
210,10,9,21,23
211,3,3,60,65
212,6,6,37,38
213,8,8,25,25
214,11,11,21,21
215,9,9,26,23
216,8,9,25,25
217,9,9,25,24
218,9,9,21,23
219,5,5,42,41
220,8,7,31,29
221,8,7,23,26
222,7,7,27,30
223,9,10,20,20
224,5,4,42,41
225,7,7,31,31
226,12,12,20,22
227,4,4,44,44
228,8,7,29,29
229,3,3,53,54
230,12,12,18,17
231,11,10,20,21
232,7,7,33,33
233,11,11,19,18
234,7,7,29,28
235,6,6,37,37
236,4,6,51,57
237,8,8,26,25
238,7,7,25,26
239,7,7,25,26
240,6,6,34,35
241,5,5,30,31
242,9,9,28,26
243,5,5,33,32
244,5,5,31,30
245,9,9,25,23
246,6,6,27,26
247,7,7,27,28
248,10,10,20,18
249,9,9,21,19
250,9,9,21,21
251,8,8,22,23
252,4,4,32,33
253,5,5,27,27
254,5,5,25,27
255,7,7,29,29
256,8,8,28,28
257,6,6,40,42
258,7,7,26,26
259,10,10,20,20
260,3,3,49,46
261,9,9,21,22
262,9,9,27,24
263,8,8,24,24
264,8,8,26,24
265,5,5,35,35
266,8,8,28,28
267,6,6,28,27
268,8,9,22,25
269,7,7,23,24
270,7,7,25,24
271,9,9,21,22
272,7,7,28,28
273,8,8,35,34
274,6,6,34,34
275,9,9,27,27
276,4,4,52,52
277,7,7,26,25
278,7,7,29,30
279,8,8,28,28
280,5,5,42,39
281,10,10,22,21
282,9,9,21,22
283,7,7,29,30
284,6,6,36,35
285,12,11,19,19
286,5,5,29,28
287,5,5,43,43
288,5,5,28,29
289,12,12,18,18
290,7,7,29,28
291,4,4,37,36
292,12,12,20,21
293,7,6,29,30
294,6,5,25,25
295,10,11,19,19
296,6,6,34,33
297,8,8,26,25
298,8,8,22,21
299,6,6,32,35
300,8,9,35,34
301,5,5,34,32
302,10,10,20,20
303,3,1,73,64
304,6,6,36,34
305,6,6,28,25
306,9,10,22,22
307,7,7,37,36
308,11,9,23,22
309,6,6,32,31
310,7,7,25,25
311,7,7,35,36
312,4,4,46,43
313,7,7,32,31
314,10,11,19,20
315,6,6,26,27
316,7,7,34,35
317,7,7,47,46
318,5,5,45,42
319,8,9,24,24
320,5,5,43,42
321,6,6,31,32
322,7,7,23,24
323,4,4,36,36
324,5,5,27,30
325,7,7,28,27
326,8,8,26,26
327,5,5,32,31
328,11,10,22,20
329,7,7,30,31
330,8,8,36,38
331,10,10,22,21
332,9,9,21,22
333,5,4,68,69
334,8,8,26,27
335,7,6,28,26
336,9,9,25,25
337,10,11,19,21
338,12,12,18,18
339,7,7,25,25
340,7,7,32,32
341,7,6,34,33
342,7,7,35,35
343,5,5,35,34
344,7,7,28,28
345,7,7,23,24
346,9,9,21,23
347,5,5,45,45
348,8,8,24,26
349,7,7,32,30
350,8,8,24,25
351,9,11,25,24
352,8,7,31,30
353,5,5,29,30
354,7,7,27,26
355,7,7,31,30
356,8,8,22,22
357,9,9,23,22
358,10,10,20,21
359,5,5,37,37
360,6,6,34,34
361,5,5,39,39
362,8,8,24,25
