,h11_pred,h11_true,h21_pred,h21_true
0,6,6,30,30
1,9,10,23,23
2,6,6,29,32
3,9,10,23,22
4,7,8,25,26
5,5,9,36,25
6,8,8,23,23
7,8,8,25,24
8,8,8,24,24
9,9,12,34,28
10,7,7,26,23
11,7,7,27,26
12,9,10,22,26
13,6,6,30,32
14,8,8,24,26
15,6,6,29,34
16,9,11,23,19
17,8,11,22,19
18,9,12,23,20
19,9,9,23,24
20,7,6,31,34
21,7,7,27,30
22,9,10,23,22
23,7,7,27,28
24,7,7,26,29
25,7,9,31,29
26,5,5,32,35
27,9,9,23,23
28,8,8,23,28
29,5,4,40,36
30,7,6,27,28
31,6,6,27,24
32,5,5,37,47
33,10,11,22,19
34,6,8,28,34
35,7,7,27,33
36,7,6,32,28
37,7,7,29,25
38,10,11,21,19
39,9,10,21,20
40,6,6,28,26
41,9,10,22,20
42,7,7,29,38
43,9,9,23,21
44,4,4,38,38
45,6,6,31,32
46,9,9,22,22
47,6,6,30,35
48,6,6,29,36
49,4,4,36,44
50,6,9,33,21
51,7,8,26,26
52,5,5,29,27
53,8,8,24,24
54,8,10,25,20
55,10,11,22,19
56,6,6,31,37
57,8,8,24,25
58,5,5,36,27
59,5,5,33,34
60,8,8,23,24
61,10,10,21,20
62,9,9,23,21
63,7,7,29,26
64,7,6,37,42
65,8,8,23,25
66,9,9,24,21
67,5,5,35,37
68,5,5,35,37
69,10,14,22,16
70,6,6,29,28
71,6,6,29,33
72,7,7,25,23
73,8,8,24,25
74,8,7,26,29
75,5,5,31,39
76,6,6,28,24
77,6,8,34,26
78,8,11,24,19
79,7,8,25,25
80,8,9,27,23
81,7,7,26,28
82,8,10,24,22
83,6,8,36,26
84,5,5,34,37
85,8,11,26,23
86,7,7,26,27
87,7,7,27,25
88,6,9,29,25
89,7,7,25,27
90,6,6,30,36
91,8,8,27,29
92,7,7,27,39
93,10,10,22,20
94,7,7,25,24
95,6,8,27,25
96,7,8,27,29
97,4,4,45,44
98,5,5,35,44
99,6,6,29,26
100,5,5,37,41
101,8,10,23,20
102,9,9,22,21
103,6,6,29,30
104,5,7,35,49
105,8,8,23,22
106,6,10,36,26
107,4,4,39,44
108,7,9,31,23
109,8,9,27,24
110,9,9,21,21
111,8,8,24,24
112,7,7,25,29
113,5,6,36,46
114,6,5,33,29
115,7,6,26,26
116,10,11,21,19
117,8,8,24,22
118,9,12,26,18
119,9,9,23,21
120,8,8,24,27
121,7,6,30,26
122,6,6,29,30
123,8,11,25,21
124,5,5,32,35
125,9,10,23,22
126,9,9,22,22
127,7,7,26,23
128,7,7,26,25
129,5,5,36,47
130,9,10,22,20
131,6,6,27,26
132,7,7,27,29
133,7,6,32,43
134,5,5,34,35
135,4,4,44,53
136,9,12,24,18
137,7,5,38,53
138,9,9,23,23
139,7,11,31,28
140,9,13,22,17
141,6,7,29,33
142,3,3,53,49
143,6,7,27,23
144,9,8,23,24
145,8,8,23,22
146,7,7,29,31
147,8,8,24,26
148,6,6,31,34
149,8,8,23,27
150,5,5,36,29
151,9,11,24,19
152,10,12,21,18
153,9,10,23,21
154,4,4,39,42
155,5,3,48,75
156,7,7,27,23
157,7,7,27,27
158,5,4,41,38
159,5,5,33,33
160,3,2,55,68
161,6,5,37,37
162,9,9,22,21
163,7,7,25,23
164,8,9,24,24
165,5,5,37,41
166,5,5,34,30
167,4,4,40,44
168,8,8,24,23
169,7,7,26,28
170,6,6,32,37
171,9,9,23,21
172,6,6,30,29
173,6,6,31,41
174,9,8,23,24
175,4,4,41,40
176,9,9,22,21
177,8,8,30,28
178,10,11,22,19
179,9,9,23,21
180,5,5,35,38
181,4,3,50,43
182,8,8,23,22
183,8,10,28,25
184,8,7,27,29
185,9,10,28,23
186,8,12,29,18
187,8,8,24,32
188,7,7,24,27
189,8,8,24,27
190,6,6,30,36
191,9,9,22,23
192,7,9,28,27
193,6,6,29,30
194,8,8,24,22
195,7,8,25,28
196,7,6,32,34
197,7,7,26,33
198,8,8,22,22
199,5,4,38,40
200,9,9,23,21
201,10,10,21,20
202,9,9,22,24
203,9,9,22,22
204,4,4,37,36
205,7,7,26,32
206,7,10,28,20
207,4,4,40,40
208,3,5,41,43
209,6,6,31,31
210,8,8,24,28
211,6,6,28,32
212,7,8,28,29
213,5,5,32,35
214,5,7,44,23
215,10,10,21,20
216,10,14,24,18
217,8,7,29,23
218,5,5,32,29
219,9,10,28,20
220,5,5,35,39
221,5,5,35,33
222,7,7,30,27
223,5,5,40,53
224,8,9,24,26
225,9,9,23,21
226,7,7,26,27
227,8,7,25,24
228,7,7,25,29
229,6,6,29,30
230,6,6,32,32
231,7,8,26,28
232,8,8,23,24
233,7,7,27,25
234,5,5,36,40
235,7,7,25,24
236,9,11,24,19
237,6,9,29,23
238,8,10,28,22
239,10,11,23,21
240,5,5,33,27
241,7,7,27,29
242,6,6,29,34
243,5,5,32,35
244,3,8,57,35
245,7,11,31,19
246,4,4,40,44
247,8,8,24,25
248,6,6,33,34
249,8,8,23,23
250,6,6,31,31
251,6,6,29,31
252,8,9,24,27
253,7,6,32,32
254,9,10,21,22
255,10,11,23,20
256,7,8,26,26
257,9,9,22,21
258,9,11,23,19
259,5,7,35,29
260,5,4,36,34
261,8,8,23,26
262,8,8,22,22
263,3,2,59,68
264,8,9,27,25
265,5,5,36,31
266,9,9,29,27
267,5,5,35,35
268,9,8,24,26
269,6,7,30,31
270,7,8,25,24
271,7,7,26,31
272,7,6,31,28
273,6,6,31,26
274,6,5,39,55
275,8,8,23,23
276,10,12,23,22
277,7,7,24,25
278,8,8,23,22
