,h11_pred,h11_true,h21_pred,h21_true
0,4,4,44,45
1,10,9,23,20
2,10,10,20,21
3,11,11,20,20
4,5,5,33,32
5,9,9,23,22
6,6,4,32,32
7,5,5,49,47
8,7,6,30,30
9,10,9,24,22
10,7,8,25,26
11,9,10,20,22
12,9,8,28,27
13,9,8,26,22
14,10,10,22,22
15,9,9,23,24
16,7,5,29,28
17,6,4,32,29
18,9,9,24,26
19,9,8,26,26
20,9,9,24,21
21,9,9,25,25
22,7,7,23,20
23,9,9,21,22
24,5,5,35,34
25,4,4,46,45
26,6,6,27,29
27,7,6,30,28
28,6,6,33,35
29,7,7,27,28
30,7,7,30,32
31,7,7,23,25
32,4,4,38,44
33,6,6,24,26
34,8,8,31,29
35,5,5,31,32
36,9,8,22,22
37,3,3,45,46
38,8,9,25,25
39,8,10,20,22
40,9,9,23,24
41,7,8,22,24
42,8,7,23,25
43,8,8,26,24
44,5,4,38,34
45,11,10,22,24
46,11,11,22,20
47,6,5,29,27
48,8,7,23,27
49,7,7,25,27
50,6,6,33,36
51,6,6,28,30
52,8,8,32,29
53,6,5,35,34
54,8,8,26,24
55,9,19,19,28
56,9,11,19,22
57,7,7,31,34
58,8,9,25,26
59,6,7,27,25
60,9,8,28,29
61,7,7,33,31
62,6,7,29,27
63,9,9,25,23
64,9,9,21,23
65,8,8,25,30
66,8,8,23,25
67,7,7,26,27
68,9,10,22,23
69,5,6,36,47
70,6,6,26,31
71,10,13,17,18
72,5,5,55,56
73,8,11,23,22
74,6,8,40,39
75,6,6,29,29
76,6,6,42,30
77,7,7,34,31
78,11,11,19,21
79,7,7,35,35
80,7,7,25,24
81,4,3,63,46
82,7,7,33,32
83,5,5,37,39
84,7,6,30,28
85,5,5,39,30
86,10,10,20,20
87,7,7,31,32
88,7,7,27,31
89,5,6,36,35
90,8,8,22,23
91,10,11,19,20
92,7,7,29,32
93,8,9,21,22
94,7,7,31,32
95,6,6,36,38
96,8,9,24,24
97,11,14,16,17
98,10,9,25,21
99,10,10,22,23
100,6,6,45,48
101,6,6,29,30
102,8,8,23,24
103,10,10,22,20
104,6,6,31,33
105,5,5,33,31
106,11,12,18,19
107,10,11,19,20
108,5,5,33,34
109,7,6,32,30
110,6,7,23,25
111,3,4,54,59
112,9,10,20,22
113,7,8,28,28
114,9,9,22,22
115,9,9,23,23
116,5,5,31,32
117,12,11,19,21
118,6,6,31,33
119,6,11,31,28
120,7,8,25,24
121,8,8,42,33
122,5,5,41,35
123,5,5,31,30
124,10,8,28,20
125,6,7,27,27
126,8,9,23,24
127,7,8,26,28
128,9,10,20,23
129,6,6,38,38
130,6,6,37,32
131,5,5,33,30
132,8,8,28,29
133,6,9,21,26
134,10,10,20,19
135,9,9,24,23
136,11,8,28,25
137,5,5,31,30
138,7,7,26,28
139,9,9,22,24
140,8,8,24,26
141,8,8,31,30
142,13,11,19,16
143,7,7,28,29
144,4,5,41,42
145,4,4,35,37
146,6,5,37,35
147,6,6,28,30
148,6,7,23,25
149,3,3,47,42
150,7,7,23,23
151,7,9,27,27
152,4,4,40,39
153,7,7,27,28
154,10,10,20,19
155,6,6,26,29
156,12,12,18,18
157,8,8,25,26
158,7,8,22,26
159,8,9,21,24
160,6,6,29,33
161,9,9,23,23
162,8,8,24,21
163,8,8,22,22
164,9,7,43,29
165,7,6,26,24
166,5,5,37,36
167,9,9,21,21
168,6,6,31,30
169,7,8,22,23
170,5,5,37,29
171,8,7,28,29
172,7,9,36,38
173,6,6,26,28
174,5,6,42,34
175,7,7,25,24
176,3,3,45,49
177,7,7,26,28
178,8,7,29,24
179,8,8,31,30
180,5,5,29,29
181,6,6,34,33
182,7,7,41,36
183,8,7,27,31
184,11,11,21,22
185,7,7,29,31
186,11,11,19,19
187,6,6,28,30
188,8,6,26,22
189,8,8,22,25
190,10,12,18,20
191,9,10,23,21
192,9,9,23,24
193,8,8,26,26
194,10,9,21,20
195,11,10,20,19
196,6,7,27,28
197,9,8,26,24
198,9,9,21,22
199,22,0,0,6
200,8,9,21,21
201,8,8,29,27
202,6,6,28,25
203,7,7,31,28
204,4,5,31,35
205,12,12,18,18
206,4,5,61,65
207,5,5,37,42
208,4,4,34,34
209,4,4,49,52
210,8,7,25,26
211,8,9,25,25
212,6,6,32,32
213,4,6,34,32
214,8,8,22,24
215,5,5,29,24
216,5,6,28,32
217,6,6,32,32
218,12,13,17,18
219,6,4,42,36
220,7,7,29,27
221,9,8,26,26
222,7,7,32,30
223,10,11,19,24
224,7,8,31,31
225,8,8,25,24
226,10,12,22,21
227,7,7,28,29
228,8,8,28,26
229,6,6,32,33
230,12,12,18,18
231,8,8,25,24
232,7,7,23,27
233,4,4,41,41
234,7,7,25,27
235,3,4,58,62
236,10,10,23,23
237,4,5,43,45
238,8,8,24,26
239,6,6,26,27
240,8,9,21,23
241,8,9,23,21
242,7,7,26,27
243,8,9,24,26
244,6,5,31,31
245,7,7,23,24
246,5,4,48,49
247,7,7,25,23
248,9,9,21,22
249,10,11,19,19
250,6,6,31,32
251,3,3,53,53
252,7,7,30,32
253,11,11,19,20
254,7,12,18,18
255,6,6,37,37
256,5,5,26,26
257,12,11,21,19
258,7,8,26,26
259,9,9,23,23
260,6,6,28,29
261,6,6,38,40
262,10,9,23,25
263,8,9,23,25
264,4,6,30,35
265,3,3,57,52
266,5,7,41,33
267,5,5,34,34
268,7,7,24,24
269,7,7,36,33
270,6,6,32,33
271,10,10,20,21
272,7,7,23,23
273,6,6,34,35
274,4,4,44,40
275,10,10,20,23
276,6,6,30,28
277,7,8,28,28
278,9,8,25,23
279,6,6,28,27
280,8,8,25,26
281,12,13,17,21
282,8,8,23,23
283,9,4,38,30
284,9,9,21,23
285,1,2,68,74
286,10,11,19,21
287,6,6,38,38
288,6,6,35,34
289,7,7,25,25
290,8,8,24,22
291,0,2,77,75
292,6,5,35,30
293,7,7,25,27
294,8,8,22,29
295,3,3,47,50
296,4,4,54,44
297,5,5,37,33
298,7,7,37,38
299,6,7,47,49
300,5,5,29,30
301,8,9,23,23
302,9,9,24,22
303,8,8,26,26
304,6,6,36,42
305,6,7,31,31
306,7,7,26,25
307,6,6,32,33
308,5,5,46,42
309,6,6,34,31
310,7,6,27,27
311,4,4,50,46
312,5,5,37,36
313,9,10,20,20
314,6,6,34,33
315,9,9,21,23
316,11,12,22,20
317,5,5,37,33
318,8,7,29,25
319,7,8,26,29
320,8,9,21,21
321,7,7,29,28
322,8,8,38,33
323,6,5,29,29
324,8,8,22,22
325,5,5,37,37
326,7,7,35,33
327,8,8,28,27
328,8,8,27,27
329,3,3,47,44
330,5,5,52,52
331,10,9,21,23
332,8,8,22,23
333,6,5,29,31
334,9,8,29,26
335,9,10,23,26
336,11,11,19,21
337,7,8,31,32
338,5,5,33,31
339,7,7,23,27
340,7,8,22,22
341,6,8,28,27
342,9,9,23,21
343,10,11,19,21
344,9,8,24,22
345,6,5,35,29
346,3,3,55,38
347,5,5,35,36
348,6,7,27,28
349,7,7,32,28
350,10,10,24,22
351,7,7,29,26
352,5,5,43,42
353,5,5,39,37
354,7,7,29,34
355,5,7,31,31
356,10,11,25,24
357,8,9,25,26
358,8,8,28,26
359,5,4,52,47
360,7,8,30,31
