,h11_pred,h11_true,h21_pred,h21_true
0,7,7,29,28
1,8,8,28,28
2,9,9,21,21
3,9,9,23,22
4,6,6,30,28
5,8,8,24,22
6,8,8,26,25
7,6,6,26,26
8,11,11,19,20
9,6,6,38,37
10,8,8,31,30
11,6,6,26,26
12,11,11,19,19
13,7,7,25,26
14,7,7,25,26
15,6,6,24,27
16,6,6,33,34
17,6,6,34,32
18,5,5,37,36
19,7,7,25,26
20,9,9,29,28
21,9,9,23,23
22,8,8,28,27
23,6,6,29,28
24,9,9,25,26
25,14,14,18,18
26,7,7,25,26
27,8,8,29,28
28,9,9,21,21
29,8,8,26,25
30,8,8,32,31
31,8,8,22,22
32,6,6,30,30
33,8,8,28,27
34,10,10,26,26
35,10,10,23,22
36,7,7,27,27
37,7,7,29,29
38,8,8,22,22
39,6,6,32,32
40,7,7,29,27
41,8,8,22,22
42,5,5,39,39
43,8,7,31,30
44,9,9,21,21
45,8,8,32,33
46,4,4,37,36
47,3,3,49,49
48,7,7,29,29
49,9,9,22,22
50,8,8,27,26
51,8,8,22,22
52,6,6,30,30
53,11,11,19,19
54,6,6,30,31
55,11,11,25,24
56,7,7,35,33
57,4,4,38,37
58,9,9,25,24
59,3,3,47,48
60,6,6,32,32
61,10,10,26,26
62,12,12,18,19
63,10,10,24,24
64,8,8,32,30
65,10,10,20,20
66,6,6,34,36
67,11,10,20,20
68,9,9,21,21
69,10,10,20,20
70,7,7,30,30
71,6,6,24,24
72,4,4,40,40
73,11,11,19,20
74,6,6,34,34
75,5,5,35,35
76,9,9,21,23
77,4,4,34,34
78,9,10,22,21
79,8,8,25,25
80,9,9,25,27
81,5,5,41,41
82,5,5,32,31
83,4,5,37,37
84,9,9,27,27
85,10,10,22,23
86,6,6,28,26
87,9,9,21,22
88,10,11,23,22
89,10,10,20,21
90,6,6,36,36
91,8,8,26,28
92,7,7,28,28
93,8,8,22,22
94,9,9,26,26
95,7,7,25,25
96,8,8,26,25
97,9,9,23,23
98,5,5,45,43
99,6,6,30,30
100,7,7,28,28
101,9,9,21,21
