,h11_pred,h11_true,h21_pred,h21_true
0,9,10,20,20
1,9,9,24,22
2,7,7,31,28
3,7,8,22,25
4,10,10,20,21
5,4,4,52,54
6,7,7,37,35
7,4,4,40,42
8,10,10,22,22
9,8,8,26,27
10,8,8,29,26
11,8,8,32,30
12,7,7,30,29
13,7,7,27,26
14,6,6,33,30
15,7,7,29,32
16,8,8,24,24
17,10,10,22,22
18,7,7,35,28
19,9,8,22,22
20,6,5,51,41
21,6,5,33,34
22,9,9,25,26
23,8,10,23,23
24,8,8,26,24
25,14,15,15,19
26,11,11,19,19
27,6,6,33,33
28,10,11,19,19
29,7,7,34,32
30,8,8,32,33
31,9,9,21,20
32,9,9,24,24
33,8,8,32,28
34,6,6,31,29
35,9,8,25,22
36,7,8,26,28
37,7,7,27,26
38,7,6,32,32
39,5,3,45,40
40,2,2,52,54
41,4,4,38,38
42,9,7,29,25
43,10,9,21,21
44,9,8,22,21
45,7,8,26,26
46,7,7,25,26
47,4,4,44,45
48,10,10,22,24
49,9,8,28,27
50,8,8,25,24
51,6,6,30,31
52,9,9,21,21
53,8,8,29,28
54,9,10,20,21
55,3,3,51,52
56,7,8,28,30
57,7,7,31,26
58,5,5,33,31
59,8,8,23,24
60,7,7,27,28
61,4,4,31,32
62,6,6,34,35
63,7,6,24,28
64,8,8,23,22
65,4,4,48,46
66,9,8,24,25
67,12,14,16,18
68,8,8,24,25
69,6,5,39,36
70,5,4,43,45
71,10,11,19,22
72,8,9,23,25
73,5,5,35,34
74,7,6,26,28
75,8,8,25,26
76,9,11,21,24
77,8,8,29,28
78,6,5,29,29
79,10,9,23,24
80,10,9,21,22
81,7,7,23,24
82,11,12,18,18
83,10,10,20,21
84,7,7,47,44
85,5,5,35,34
86,6,6,34,37
87,7,7,29,28
88,9,9,21,20
89,6,6,28,26
90,8,6,24,24
91,8,9,25,28
92,10,11,19,18
93,9,8,28,26
94,6,6,34,32
95,7,7,29,29
96,8,8,24,23
97,7,6,24,26
98,4,4,39,39
99,10,10,20,19
100,7,7,38,35
101,3,3,55,54
102,9,9,21,21
103,8,8,25,25
104,8,7,23,26
105,11,11,19,22
106,8,8,24,24
107,6,6,45,47
108,5,5,37,36
109,7,7,28,27
110,9,10,20,22
111,8,8,25,27
112,7,7,25,28
113,7,6,25,27
114,8,8,26,25
115,6,6,34,32
116,8,8,22,25
117,6,6,35,34
118,9,9,22,22
119,8,7,25,28
120,5,4,38,35
121,9,10,22,24
122,11,11,19,20
123,8,9,21,25
124,10,11,19,19
125,6,6,32,33
126,8,9,24,26
127,7,7,29,26
128,8,8,28,30
129,6,6,33,35
130,7,6,30,33
131,7,8,28,28
132,6,6,32,31
133,9,9,21,22
134,12,12,18,21
135,6,7,38,38
136,10,10,26,27
137,9,9,27,26
138,8,9,21,24
139,10,10,20,21
140,10,10,20,21
141,7,7,31,27
142,7,7,32,30
143,11,11,19,20
144,7,7,27,27
145,5,5,37,32
146,7,6,36,37
147,9,9,23,24
148,7,7,25,25
149,7,7,31,29
150,8,8,25,26
151,7,7,29,27
152,5,5,31,31
153,9,9,21,24
154,7,7,27,29
155,7,9,27,27
156,7,7,31,32
157,8,9,21,21
158,10,10,22,22
159,7,7,29,26
160,6,6,32,30
161,9,9,25,24
162,8,7,33,33
163,8,7,27,26
164,11,11,25,23
165,6,6,36,38
166,2,1,73,72
167,4,4,47,45
168,9,8,40,34
169,7,7,37,32
170,8,7,27,27
171,6,6,29,28
172,6,7,31,34
173,8,8,24,25
174,7,7,32,30
175,7,7,29,31
176,9,10,30,22
177,10,11,19,22
178,12,11,19,18
179,7,7,35,34
180,9,10,20,21
181,8,7,35,32
182,8,8,22,22
183,10,10,20,21
184,8,8,24,23
185,7,7,41,39
186,8,8,22,22
187,6,6,32,33
188,7,7,34,34
189,7,7,34,34
190,9,8,22,22
191,6,6,40,41
192,5,5,39,36
193,10,12,18,21
194,13,12,18,19
195,9,9,22,22
196,9,8,22,26
197,6,5,34,33
198,3,3,49,47
199,11,10,22,21
200,10,8,28,27
201,7,7,26,26
202,7,7,28,27
203,10,9,21,19
204,7,6,36,28
205,11,10,20,21
206,9,10,22,25
207,8,8,22,24
208,8,8,32,29
209,7,7,26,27
210,8,7,37,30
211,9,10,23,24
212,6,6,34,33
213,9,7,28,26
214,6,5,35,35
215,8,8,24,26
216,6,6,41,40
217,6,5,31,30
218,10,11,19,20
219,6,6,40,36
220,5,4,40,38
221,10,10,20,20
222,7,7,29,26
223,7,7,23,24
224,6,6,30,28
225,6,6,28,25
226,6,6,32,32
227,9,9,22,25
228,6,6,30,29
229,4,4,49,49
230,11,11,19,20
231,8,10,22,21
232,13,14,16,20
233,11,10,22,20
234,6,6,33,33
235,6,5,39,37
236,8,8,25,25
237,7,6,25,27
238,8,8,25,25
239,10,12,20,22
240,9,10,21,21
241,7,7,31,29
242,4,4,52,48
243,9,7,23,26
244,7,5,47,34
245,6,6,28,26
246,5,4,44,42
247,8,9,23,24
248,6,5,31,34
249,7,7,29,29
250,9,9,21,22
251,4,4,34,35
252,7,7,29,30
