,h11_pred,h11_true,h21_pred,h21_true
0,8,8,24,22
1,6,8,29,34
2,8,8,24,22
3,7,8,27,26
4,7,6,30,30
5,9,8,24,25
6,7,6,32,34
7,6,6,36,45
8,7,6,29,30
9,4,4,38,52
10,6,8,26,26
11,8,10,24,22
12,9,9,23,24
13,7,7,25,23
14,6,7,34,27
15,9,12,22,18
16,5,5,35,36
17,9,8,23,29
18,7,9,24,25
19,7,6,29,32
20,4,5,39,56
21,7,6,31,33
22,9,9,28,25
23,7,6,30,32
24,4,4,39,46
25,7,8,25,22
26,10,11,22,19
27,6,6,32,40
28,9,9,28,25
29,7,5,33,37
30,7,7,29,25
31,9,9,24,26
32,8,8,24,22
33,5,5,32,31
34,6,6,30,27
35,6,6,30,29
36,5,5,35,31
37,5,5,35,41
38,9,10,23,20
39,9,8,24,24
40,7,6,29,24
41,8,8,27,29
42,7,7,28,29
43,7,9,25,25
44,9,9,22,23
45,9,11,24,20
46,9,8,24,24
47,7,6,28,27
48,7,6,29,28
49,7,10,26,20
50,4,4,42,38
51,10,10,22,20
52,9,10,24,23
53,8,10,26,22
54,7,7,25,31
55,6,7,31,23
56,8,9,22,27
57,4,4,38,38
58,5,6,39,45
59,9,8,22,32
60,7,9,25,33
61,7,7,26,23
62,9,9,23,21
63,4,4,47,44
64,5,5,36,41
65,7,6,31,38
66,5,5,36,31
67,7,7,27,30
68,5,5,34,35
69,9,10,21,20
70,6,9,32,27
71,6,7,30,31
72,7,8,27,30
73,7,7,26,29
74,5,5,37,37
75,7,9,28,27
76,7,9,29,25
77,5,5,36,51
78,7,6,33,33
79,6,19,38,19
80,8,8,23,22
81,5,5,35,35
82,5,5,35,51
83,7,6,30,28
84,7,8,30,25
85,10,11,21,19
86,7,6,29,29
87,8,8,23,25
88,7,7,26,25
89,8,8,23,24
90,7,6,32,36
91,3,3,42,47
92,6,5,32,31
93,6,8,34,28
94,9,9,22,21
95,6,6,29,38
96,7,7,24,27
97,7,7,26,29
98,5,5,32,34
99,5,5,35,45
100,8,11,23,19
101,7,7,26,33
102,8,8,29,26
103,7,7,27,30
104,8,8,24,26
105,6,9,31,21
106,3,3,48,75
107,5,5,33,29
108,7,5,34,37
109,9,11,24,21
110,9,9,23,21
111,7,9,29,25
112,10,9,21,25
113,4,7,38,33
114,7,6,28,28
115,9,9,21,21
116,8,8,23,23
117,7,7,27,29
118,5,5,32,33
119,9,10,22,22
120,7,8,27,32
121,8,8,24,26
122,6,6,28,31
123,7,7,26,29
124,5,5,32,34
125,7,7,27,27
126,7,6,29,28
127,9,11,23,19
128,7,7,25,29
129,7,7,27,48
130,7,7,25,23
131,7,7,27,29
132,9,9,23,23
133,5,5,37,37
134,3,6,38,45
135,7,6,31,32
136,7,7,27,29
137,10,13,23,17
138,7,7,25,23
139,3,3,46,51
140,9,10,27,20
141,4,4,38,38
142,6,6,28,30
143,9,10,22,20
144,5,5,36,42
145,5,5,35,39
146,6,5,33,41
147,8,7,30,37
148,7,7,27,23
149,9,9,22,22
150,6,8,28,22
151,8,9,29,27
152,9,10,22,22
153,7,7,28,28
154,8,7,24,26
155,10,10,22,22
156,7,7,26,28
157,10,12,21,18
158,6,6,28,36
159,8,9,25,21
160,4,4,42,44
161,3,0,21,0
162,9,10,22,26
163,7,7,25,29
164,5,5,35,33
165,5,5,46,45
166,9,8,24,22
167,7,7,27,26
